tick,mode,confidence,energy_norm,rollback_count,learning_delta,struct_hash,energy_hash,topo_hash,memory_hash
2543,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2544,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2545,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2546,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2547,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2548,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2549,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2550,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2551,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2552,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2553,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2554,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2555,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2556,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2557,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2558,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2559,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2560,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2561,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2562,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2563,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2564,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2565,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2566,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2567,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2568,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2569,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2570,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2571,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2572,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2573,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2574,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2575,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2576,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2577,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2578,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2579,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2580,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2581,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2582,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2583,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2584,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2585,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2586,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2587,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2588,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2589,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2590,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2591,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2592,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2593,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2594,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2595,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2596,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2597,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2598,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2599,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2600,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2601,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2602,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2603,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2604,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2605,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2606,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2607,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2608,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2609,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2610,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2611,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2612,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2613,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2614,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
2615,Full,100,42949672960000,0,0,ed66313a34775e29df0787041bd199f0b26baeac6d22c31f0bcbaaed392c6d3f,a400d436efc9c66c311369de09cd9b2f3a6fef22744d9605a4e7abdabc27d5e6,9068a4d078c8a6cfab32111abf58a8179152788989f2fc0585653b1e4553470c,2414f8d702215fd09bf7d2ea70f9bc2df3d1d9e815ed562080f9b972c49cc197
